,city,room_price,image_count,adult_occupancy,child_occupancy,property_id,num_amenities,zones,descr_len,deluxe,num_simhotel,wifi,ac,breakfast,service_value,acceptance_rate,response_label,Apartment,Homestay,Hotel,House,Lodge,Resort,Spa,Villa
126,Takdah,2834.0,11.0,2.0,2.0,116066.0,1.0,2.0,32.0,1.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,Kalimpong,2583.0,14.0,1.0,2.0,810.0,1.0,2.0,115.0,1.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128,MEDINIPUR,534.0,0.0,2.0,2.0,69372.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
129,Kalimpong,2787.0,4.0,2.0,0.0,112506.0,6.0,2.0,6.0,0.0,12.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
130,Jammu,556.0,0.0,1.0,1.0,61516.0,2.0,3.0,125.0,0.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
131,Jammu,667.0,20.0,2.0,2.0,66588.0,1.0,3.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
132,Jodhpur,695.0,12.0,1.0,1.0,19253.0,4.0,3.0,129.0,0.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
133,Jodhpur,1112.0,0.0,2.0,2.0,66708.0,2.0,3.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
134,Kanpur,889.0,4.0,2.0,2.0,111014.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Jammu,1250.0,6.0,2.0,2.0,66768.0,1.0,3.0,128.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
136,Kalimpong,570.0,4.0,1.0,1.0,67184.0,1.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
137,Jammu,1276.0,37.0,1.0,2.0,62484.0,2.0,3.0,92.0,1.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,Jalpaiguri,1234.0,0.0,2.0,2.0,78116.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
139,Kalimpong,1778.0,13.0,2.0,2.0,75732.0,1.0,2.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
140,Kakinada,516.0,9.0,1.0,1.0,21743.0,3.0,1.0,122.0,0.0,11.0,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
141,Jammu,1223.0,8.0,2.0,2.0,23121.0,1.0,3.0,129.0,1.0,9.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142,Jhansi,1943.0,54.0,1.0,1.0,34714.0,8.0,0.0,119.0,0.0,8.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143,Jammu,1666.0,31.0,2.0,2.0,11828.0,2.0,3.0,89.0,1.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
144,Katra,2000.0,30.0,2.0,2.0,32202.0,6.0,3.0,82.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
145,Jodhpur,3000.0,0.0,2.0,2.0,54276.0,5.0,3.0,96.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
146,Jodhpur,2150.0,10.0,1.0,2.0,525.0,2.0,3.0,87.0,1.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
147,Jodhpur,850.0,0.0,2.0,2.0,55002.0,2.0,3.0,84.0,0.0,11.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
148,Jodhpur,934.0,9.0,2.0,2.0,18564.0,5.0,3.0,152.0,0.0,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
149,Jhansi,1512.0,41.0,2.0,2.0,30781.0,7.0,0.0,129.0,0.0,2.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
150,Jharsuguda,3839.0,0.0,2.0,2.0,69814.0,2.0,2.0,106.0,0.0,2.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
151,Jammu,778.0,63.0,2.0,2.0,61368.0,2.0,3.0,99.0,1.0,10.0,1.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
152,Jammu,889.0,59.0,2.0,2.0,62426.0,3.0,3.0,92.0,0.0,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153,Jind,389.0,0.0,1.0,1.0,61334.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
154,Digha,778.0,12.0,2.0,2.0,76608.0,4.0,2.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155,Nagapattinam,3778.0,12.0,1.0,2.0,17736.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156,Kanpur,1147.0,16.0,2.0,2.0,46934.0,1.0,0.0,101.0,0.0,4.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
157,Jhansi,567.0,16.0,2.0,1.0,111418.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Jodhpur,3253.0,3.0,1.0,2.0,11775.0,8.0,3.0,112.0,1.0,11.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
159,Jammu,2000.0,3.0,1.0,2.0,62130.0,2.0,3.0,95.0,1.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
160,Kakinada,1093.0,18.0,1.0,2.0,28573.0,6.0,1.0,115.0,0.0,5.0,1.0,1.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
161,Jammu,1912.0,23.0,2.0,2.0,61650.0,3.0,3.0,112.0,1.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
162,Jodhpur,945.0,3.0,2.0,2.0,65624.0,1.0,3.0,135.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
163,Jhansi,1475.0,71.0,1.0,2.0,30721.0,5.0,0.0,111.0,1.0,3.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
164,Jodhpur,1100.0,10.0,1.0,2.0,28543.0,4.0,3.0,114.0,0.0,8.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
165,Jodhpur,2778.0,18.0,2.0,2.0,28209.0,5.0,3.0,133.0,1.0,14.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
166,Jalandhar,545.0,0.0,2.0,2.0,31019.0,2.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
167,Koduma,100.0,0.0,1.0,2.0,47932.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
168,Namthang,1417.0,27.0,2.0,2.0,114078.0,3.0,2.0,63.0,0.0,4.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Mandarmani,1200.0,3.0,2.0,2.0,45124.0,1.0,2.0,124.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170,Jodhpur,1445.0,0.0,2.0,2.0,75802.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
171,Jalpaiguri,445.0,0.0,1.0,1.0,61760.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
172,Jammu,556.0,0.0,2.0,2.0,66508.0,1.0,3.0,123.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
173,Jodhpur,700.0,0.0,2.0,2.0,56466.0,2.0,3.0,111.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
174,Jodhpur,3612.0,9.0,1.0,2.0,1388.0,1.0,3.0,139.0,1.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
175,Jodhpur,1572.0,24.0,1.0,2.0,53208.0,2.0,3.0,119.0,1.0,15.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
176,Jodhpur,1668.0,0.0,1.0,1.0,54748.0,5.0,3.0,136.0,0.0,12.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177,Jodhpur,1067.0,0.0,2.0,2.0,63926.0,2.0,3.0,86.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
178,Jalpaiguri,2595.0,8.0,2.0,2.0,50574.0,6.0,2.0,116.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
179,Kanpur,534.0,31.0,1.0,1.0,28727.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180,Kakinada,1568.0,7.0,1.0,1.0,46558.0,6.0,1.0,102.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
181,Jodhpur,1530.0,6.0,1.0,2.0,85560.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
182,Katra,778.0,0.0,2.0,2.0,73274.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
183,Jodhpur,1530.0,6.0,1.0,2.0,85540.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Jammu,1880.0,23.0,1.0,2.0,66488.0,2.0,3.0,125.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
185,Jhansi,567.0,20.0,2.0,1.0,111424.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Jodhpur,524.0,12.0,1.0,2.0,43226.0,2.0,3.0,95.0,0.0,5.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
187,Jammu,750.0,26.0,2.0,2.0,72612.0,2.0,3.0,127.0,0.0,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
188,Digha,445.0,19.0,2.0,2.0,75544.0,2.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
189,Kalimpong,1584.0,4.0,1.0,2.0,67380.0,1.0,2.0,106.0,0.0,10.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190,Kanpur,767.0,26.0,2.0,2.0,23591.0,2.0,0.0,90.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
191,Jodhpur,1474.0,0.0,2.0,2.0,52290.0,2.0,3.0,117.0,1.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
192,Jammu,2126.0,68.0,2.0,2.0,61656.0,2.0,3.0,110.0,1.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
193,Kalimpong,1200.0,6.0,2.0,2.0,34734.0,0.0,2.0,92.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
194,Jodhpur,223.0,0.0,1.0,1.0,67486.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
195,Kapurthala,1344.0,0.0,2.0,2.0,28807.0,1.0,3.0,97.0,1.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196,Koduma,599.0,0.0,2.0,2.0,47934.0,3.0,2.0,87.0,0.0,2.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
197,Mandarmani,1634.0,4.0,2.0,2.0,46788.0,2.0,2.0,126.0,1.0,13.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
198,Jodhpur,4000.0,13.0,2.0,2.0,103184.0,1.0,3.0,127.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199,Jammu,1043.0,38.0,2.0,2.0,62504.0,2.0,3.0,153.0,0.0,9.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200,Jodhpur,2187.0,8.0,1.0,2.0,22643.0,3.0,3.0,107.0,0.0,6.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
201,Jodhpur,1000.0,8.0,1.0,2.0,17230.0,5.0,3.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Mandarmani,1075.0,9.0,2.0,2.0,55722.0,1.0,2.0,117.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
203,Karaikal,1334.0,5.0,2.0,2.0,31201.0,2.0,1.0,63.0,0.0,5.0,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
204,Kanpur,945.0,4.0,2.0,1.0,111126.0,1.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Jodhpur,473.0,0.0,1.0,1.0,73610.0,1.0,3.0,101.0,0.0,11.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
206,Jhansi,170.0,37.0,1.0,2.0,57624.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
207,Jind,600.0,10.0,1.0,1.0,80066.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
208,Kakinada,300.0,0.0,1.0,1.0,46520.0,2.0,1.0,89.0,0.0,4.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
209,Jalpaiguri,1067.0,3.0,2.0,2.0,78082.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
210,Mandarmani,1232.0,8.0,2.0,2.0,55526.0,2.0,2.0,112.0,0.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
211,Takdah,1134.0,13.0,2.0,2.0,115014.0,4.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Jodhpur,3108.0,0.0,1.0,2.0,32078.0,1.0,3.0,119.0,1.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
213,Jammu,500.0,32.0,2.0,2.0,69504.0,2.0,3.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,Jodhpur,7703.0,2.0,2.0,2.0,61808.0,2.0,3.0,128.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
215,Jammu,750.0,29.0,2.0,2.0,76958.0,2.0,3.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
216,Jodhpur,3112.0,14.0,2.0,2.0,24081.0,4.0,3.0,115.0,1.0,11.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,Kalimpong,1972.0,14.0,2.0,2.0,10410.0,1.0,2.0,433.0,0.0,5.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
218,Jammu,5200.0,26.0,1.0,2.0,787.0,1.0,3.0,123.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
219,Kanpur,556.0,12.0,2.0,2.0,71404.0,2.0,0.0,124.0,0.0,5.0,0.0,1.0,0.0,0.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
220,Jodhpur,1134.0,3.0,1.0,1.0,69224.0,2.0,3.0,113.0,0.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
221,Jalpaiguri,1500.0,6.0,2.0,2.0,78786.0,0.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
222,Jorhat,378.0,0.0,1.0,1.0,77736.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
223,Kanpur,1067.0,6.0,2.0,2.0,110958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Jorhat,4845.0,13.0,1.0,2.0,65226.0,6.0,2.0,125.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
225,Katra,1999.0,47.0,2.0,2.0,31039.0,5.0,3.0,78.0,1.0,9.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
226,Jammu,445.0,0.0,2.0,2.0,79878.0,2.0,3.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
227,Kanpur,1667.0,5.0,2.0,2.0,111042.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Jamnagar,1629.0,5.0,1.0,2.0,52634.0,2.0,3.0,117.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
229,Jodhpur,2000.0,10.0,2.0,2.0,65652.0,2.0,3.0,136.0,1.0,2.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
230,Jind,1250.0,3.0,2.0,2.0,66644.0,8.0,3.0,111.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
231,Jamnagar,1540.0,53.0,1.0,2.0,76712.0,2.0,3.0,169.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
232,Kalimpong,3558.0,4.0,1.0,1.0,12383.0,1.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
233,Jamshedpur,2089.0,10.0,1.0,1.0,28399.0,2.0,2.0,139.0,0.0,10.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
234,Kanpur,1758.0,7.0,1.0,2.0,13732.0,1.0,0.0,129.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
235,Kanpur,756.0,12.0,1.0,1.0,79928.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
236,Kalimpong,800.0,28.0,2.0,1.0,104220.0,1.0,2.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
237,Jammu,3334.0,34.0,2.0,2.0,61504.0,1.0,3.0,89.0,1.0,3.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
238,Jodhpur,2445.0,11.0,1.0,2.0,14792.0,3.0,3.0,113.0,1.0,6.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
239,Jodhpur,167.0,0.0,1.0,1.0,70886.0,1.0,3.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
240,Jammu,700.0,25.0,2.0,2.0,73374.0,2.0,3.0,131.0,0.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
241,Katra,1156.0,0.0,2.0,2.0,54784.0,2.0,3.0,108.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
242,Kanpur,1334.0,9.0,2.0,0.0,111164.0,4.0,0.0,5.0,0.0,8.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Kanpur,2187.0,9.0,1.0,2.0,28783.0,4.0,0.0,114.0,1.0,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
244,Peddapalle,189.0,0.0,1.0,1.0,113374.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Jodhpur,400.0,0.0,1.0,2.0,70912.0,2.0,3.0,114.0,0.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
246,Jharsuguda,1322.0,9.0,1.0,2.0,87410.0,2.0,2.0,139.0,1.0,2.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
247,Kanpur,2595.0,6.0,1.0,2.0,43266.0,5.0,0.0,111.0,1.0,11.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
248,Kalimpong,849.0,3.0,2.0,2.0,64490.0,1.0,2.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
249,Jodhpur,389.0,0.0,1.0,1.0,74318.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
250,Jodhpur,2889.0,15.0,2.0,2.0,46136.0,1.0,3.0,113.0,1.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
251,Jodhpur,756.0,0.0,1.0,2.0,15480.0,4.0,3.0,125.0,0.0,6.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
252,Jalandhar,334.0,0.0,2.0,2.0,30900.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
253,Digha,1467.0,0.0,2.0,2.0,13875.0,5.0,2.0,111.0,0.0,9.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
254,Jalandhar,500.0,0.0,1.0,1.0,40094.0,2.0,3.0,81.0,0.0,9.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
255,Jammu,2278.0,9.0,1.0,2.0,1401.0,1.0,3.0,110.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
256,Jammu,445.0,25.0,2.0,2.0,74798.0,6.0,3.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
